Sacu_v1.1_s1503.g028048	Azfi_s0179.g056264	42.373	118	50	3	16	133	2	101	1.66e-23	95.5
Sacu_v1.1_s1503.g028048	Azfi_s0130.g049059	40.580	138	63	3	16	153	91	209	3.96e-23	92.0
Sacu_v1.1_s1503.g028048	Azfi_s0103.g044681	41.600	125	55	2	16	140	111	217	5.58e-23	91.3
Sacu_v1.1_s1503.g028048	Azfi_s0061.g034930	39.568	139	62	3	14	148	64	184	5.66e-23	94.0
Sacu_v1.1_s1503.g028048	Azfi_s0041.g026717	39.286	140	57	4	19	149	51	171	3.29e-22	92.0
Sacu_v1.1_s1503.g028048	Azfi_s0390.g067689	40.800	125	56	2	14	138	102	208	5.18e-22	91.7
Sacu_v1.1_s1503.g028048	Azfi_s0001.g000218	42.400	125	54	2	13	137	17	123	6.15e-22	90.1
Sacu_v1.1_s1503.g028048	Azfi_s0125.g048539	37.778	135	66	2	16	150	18	134	8.70e-22	87.8
Sacu_v1.1_s1503.g028048	Azfi_s0193.g057153	42.857	105	38	4	44	148	4	86	2.23e-21	86.7
Sacu_v1.1_s1503.g028048	Azfi_s0173.g055749	40.164	122	55	2	14	135	101	204	2.41e-21	89.7
Sacu_v1.1_s1503.g028048	Azfi_s0460.g072042	39.496	119	47	2	28	138	1	102	5.94e-21	88.6
Sacu_v1.1_s1503.g028048	Azfi_s0243.g059882	40.945	127	57	2	10	136	92	200	7.09e-21	87.8
Sacu_v1.1_s1503.g028048	Azfi_s0014.g013539	41.964	112	48	1	16	127	183	277	5.80e-20	85.1
Sacu_v1.1_s1503.g028048	Azfi_s0105.g044929	41.085	129	58	2	5	133	170	280	7.00e-20	84.0
Sacu_v1.1_s1503.g028048	Azfi_s0001.g000538	37.624	101	46	1	9	109	11	94	7.63e-20	79.3
Sacu_v1.1_s1503.g028048	Azfi_s0179.g056258	36.620	142	60	4	14	143	101	224	8.97e-19	82.4
Sacu_v1.1_s1503.g028048	Azfi_s3508.g115947	36.585	123	54	2	14	136	1	99	1.83e-18	77.0
Sacu_v1.1_s1503.g028048	Azfi_s0008.g011623	41.860	86	33	1	48	133	6	74	1.33e-17	77.4
Sacu_v1.1_s1503.g028048	Azfi_s0138.g051134	41.584	101	39	4	17	115	74	156	6.38e-17	77.0
Sacu_v1.1_s1503.g028048	Azfi_s0145.g051658	35.606	132	63	3	22	153	50	159	1.37e-15	73.2
Sacu_v1.1_s1503.g028048	Azfi_s0145.g051658	35.088	57	35	2	14	70	94	148	0.12	32.0
Sacu_v1.1_s1503.g028048	Azfi_s0130.g049054	44.156	77	26	1	51	127	4	63	2.67e-13	65.1
Sacu_v1.1_s1503.g028048	Azfi_s0007.g010874	33.673	98	48	2	14	111	12	92	3.30e-12	62.4
Sacu_v1.1_s1503.g028048	Azfi_s0164.g054291	40.000	60	32	1	89	148	8	63	3.43e-12	61.6
Sacu_v1.1_s1503.g028048	Azfi_s1025.g095454	50.909	55	26	1	14	68	89	142	2.37e-11	58.5
Sacu_v1.1_s1503.g028048	Azfi_s1025.g095454	32.743	113	57	4	16	127	39	133	2.02e-08	50.4
Sacu_v1.1_s1503.g028048	Azfi_s0009.g011981	36.667	60	30	2	89	148	12	63	6.62e-09	52.4
Sacu_v1.1_s1503.g028048	Azfi_s0254.g060469	29.091	110	35	3	19	125	15	84	8.19e-09	53.1
Sacu_v1.1_s1503.g028048	Azfi_s0254.g060469	37.778	45	26	2	15	59	44	86	0.46	30.0
Sacu_v1.1_s1503.g028048	Azfi_s2035.g108729	29.091	110	35	3	19	125	40	109	3.12e-08	51.6
Sacu_v1.1_s1503.g028048	Azfi_s2035.g108729	37.778	45	26	2	15	59	69	111	0.48	30.0
Sacu_v1.1_s1503.g028048	Azfi_s0100.g044336	36.232	69	37	2	89	153	8	73	3.47e-07	47.8
Sacu_v1.1_s1503.g028048	Azfi_s0003.g008076	44.444	36	20	0	98	133	40	75	9.74e-07	47.4
Sacu_v1.1_s1503.g028048	Azfi_s0009.g011773	28.205	117	32	2	14	129	88	153	1.04e-06	47.0
Sacu_v1.1_s1503.g028048	Azfi_s0022.g016182	27.103	107	59	3	13	119	4	91	3.21e-06	45.8
Sacu_v1.1_s1503.g028048	Azfi_s3609.g116385	39.583	48	29	0	21	68	10	57	9.69e-06	43.9
Sacu_v1.1_s1503.g028048	Azfi_s0059.g034689	42.424	33	19	0	13	45	39	71	2.82e-05	40.8
Sacu_v1.1_s1503.g028048	Azfi_s0059.g034687	35.849	53	17	1	50	102	2	37	2.79e-04	40.0
Sacu_v1.1_s1503.g028048	Azfi_s0002.g001484	39.474	38	19	1	111	148	6	39	3.04e-04	38.9
Sacu_v1.1_s1503.g028048	Azfi_s0078.g038139	33.333	33	22	0	14	46	12	44	0.039	33.5
Sacu_v1.1_s1503.g028048	Azfi_s0003.g008081	46.154	26	14	0	10	35	8	33	0.12	30.8
Sacu_v1.1_s1503.g028048	Azfi_s0081.g038658	36.538	52	33	0	22	73	71	122	0.17	31.6
Sacu_v1.1_s1503.g028048	Azfi_s0095.g043557	33.929	56	28	2	88	143	427	473	0.30	30.8
Sacu_v1.1_s1503.g028048	Azfi_s0185.g056637	45.455	22	12	0	14	35	12	33	1.4	28.9
Sacu_v1.1_s1503.g028048	Azfi_s0118.g046625	39.535	43	26	0	90	132	1019	1061	1.8	28.9
Sacu_v1.1_s1503.g028048	Azfi_s0035.g025525	39.474	38	22	1	15	51	193	230	2.4	28.1
Sacu_v1.1_s1503.g028048	Azfi_s0005.g008940	23.478	115	78	4	68	178	319	427	3.3	27.7
Sacu_v1.1_s1503.g028048	Azfi_s0002.g001420	33.333	60	36	2	14	73	80	135	3.4	27.7
Sacu_v1.1_s1503.g028048	Azfi_s3749.g116750	27.660	47	34	0	5	51	136	182	3.6	27.3
Sacu_v1.1_s1503.g028048	Azfi_s0087.g042383	27.660	47	34	0	5	51	136	182	3.6	27.3
Sacu_v1.1_s1503.g028048	Azfi_s0107.g045132	29.231	65	33	1	121	172	13	77	3.9	27.7
Sacu_v1.1_s1503.g028048	Azfi_s0045.g029801	34.884	43	28	0	90	132	893	935	5.9	26.9
Sacu_v1.1_s1503.g028048	Azfi_s0065.g035818	34.211	38	24	1	15	51	238	275	6.3	26.9
Sacu_v1.1_s1503.g028048	Azfi_s0129.g048880	36.842	38	23	1	15	51	150	187	7.3	26.6
Sacu_v1.1_s1503.g028048	Azfi_s0160.g054033	32.609	46	30	1	49	93	647	692	7.8	26.6
Sacu_v1.1_s1503.g028048	Azfi_s0003.g007824	27.778	54	39	0	81	134	175	228	8.2	26.2
Sacu_v1.1_s0147.g023157	Azfi_s0076.g037908	80.745	161	9	4	1	156	25	168	2.85e-87	252
Sacu_v1.1_s0147.g023157	Azfi_s0004.g008455	42.748	131	56	2	3	131	139	252	2.67e-31	117
Sacu_v1.1_s0147.g023157	Azfi_s0021.g015882	46.087	115	45	1	4	118	77	174	8.74e-30	113
Sacu_v1.1_s0147.g023157	Azfi_s0010.g012145	44.737	114	46	1	2	115	8	104	3.46e-29	110
Sacu_v1.1_s0147.g023157	Azfi_s0035.g025508	41.135	141	66	1	2	142	8	131	3.99e-29	107
Sacu_v1.1_s0147.g023157	Azfi_s0014.g013584	47.826	115	43	2	2	116	19	116	1.50e-28	108
Sacu_v1.1_s0147.g023157	Azfi_s0041.g026722	44.828	116	47	1	2	117	23	121	3.97e-28	107
Sacu_v1.1_s0147.g023157	Azfi_s0008.g011612	42.735	117	50	1	2	118	29	128	7.22e-28	106
Sacu_v1.1_s0147.g023157	Azfi_s0129.g048859	45.299	117	46	3	2	117	68	167	3.04e-27	105
Sacu_v1.1_s0147.g023157	Azfi_s0005.g009119	46.087	115	45	1	2	116	8	105	1.14e-26	103
Sacu_v1.1_s0147.g023157	Azfi_s0005.g009154	41.606	137	57	3	2	132	19	138	1.24e-26	103
Sacu_v1.1_s0147.g023157	Azfi_s0006.g009830	42.478	113	48	1	2	114	11	106	2.45e-26	100
Sacu_v1.1_s0147.g023157	Azfi_s0938.g093183	41.270	126	49	2	2	119	238	346	2.99e-25	100
Sacu_v1.1_s0147.g023157	Azfi_s0113.g045874	38.583	127	57	3	3	129	20	125	3.17e-25	99.4
Sacu_v1.1_s0147.g023157	Azfi_s0003.g007581	46.018	113	44	1	2	114	8	103	3.78e-25	97.1
Sacu_v1.1_s0147.g023157	Azfi_s0445.g070637	43.966	116	48	1	2	117	8	106	6.70e-25	97.8
Sacu_v1.1_s0147.g023157	Azfi_s0001.g000839	38.136	118	56	1	2	119	20	120	1.28e-24	95.5
Sacu_v1.1_s0147.g023157	Azfi_s0217.g058506	40.984	122	53	2	2	121	8	112	1.57e-24	96.3
Sacu_v1.1_s0147.g023157	Azfi_s0016.g014344	38.281	128	56	3	3	129	20	125	1.74e-24	97.8
Sacu_v1.1_s0147.g023157	Azfi_s0010.g012085	38.583	127	57	2	3	129	20	125	2.77e-24	97.1
Sacu_v1.1_s0147.g023157	Azfi_s0163.g054240	40.708	113	49	2	2	114	68	162	3.51e-24	96.7
Sacu_v1.1_s0147.g023157	Azfi_s0007.g010866	45.133	113	44	2	2	114	12	106	9.03e-24	95.5
Sacu_v1.1_s0147.g023157	Azfi_s0018.g014830	44.248	113	45	2	2	114	36	130	9.34e-24	95.9
Sacu_v1.1_s0147.g023157	Azfi_s1083.g097159	44.248	113	45	2	2	114	145	239	2.90e-23	94.4
Sacu_v1.1_s0147.g023157	Azfi_s0629.g080127	44.248	113	45	2	2	114	74	168	4.05e-23	94.0
Sacu_v1.1_s0147.g023157	Azfi_s0460.g072042	39.496	119	47	2	9	119	1	102	2.31e-22	91.7
Sacu_v1.1_s0147.g023157	Azfi_s0003.g007699	40.000	120	50	4	2	116	23	125	2.35e-22	89.7
Sacu_v1.1_s0147.g023157	Azfi_s0130.g049059	40.602	133	60	3	2	134	96	209	1.07e-21	87.8
Sacu_v1.1_s0147.g023157	Azfi_s0193.g057153	42.857	105	38	4	25	129	4	86	1.31e-21	86.3
Sacu_v1.1_s0147.g023157	Azfi_s0103.g044681	41.667	120	52	2	2	121	116	217	2.85e-21	86.3
Sacu_v1.1_s0147.g023157	Azfi_s0041.g026717	39.416	137	55	4	2	129	53	170	2.87e-21	88.6
Sacu_v1.1_s0147.g023157	Azfi_s0179.g056264	40.708	113	49	3	2	114	7	101	7.18e-21	87.4
Sacu_v1.1_s0147.g023157	Azfi_s0812.g087843	40.171	117	52	2	3	119	107	205	3.53e-20	85.5
Sacu_v1.1_s0147.g023157	Azfi_s0125.g048539	37.692	130	63	2	2	131	23	134	6.88e-20	82.4
Sacu_v1.1_s0147.g023157	Azfi_s0001.g000218	42.735	117	49	2	2	118	25	123	7.48e-20	83.6
Sacu_v1.1_s0147.g023157	Azfi_s0061.g034930	38.168	131	59	3	3	129	72	184	7.94e-20	84.3
Sacu_v1.1_s0147.g023157	Azfi_s0243.g059882	42.241	116	49	2	2	117	103	200	2.17e-19	83.2
Sacu_v1.1_s0147.g023157	Azfi_s0390.g067689	40.351	114	50	2	3	116	110	205	7.71e-19	81.6
Sacu_v1.1_s0147.g023157	Azfi_s0390.g067689	40.000	40	23	1	70	108	55	94	3.5	27.3
Sacu_v1.1_s0147.g023157	Azfi_s0014.g013539	42.056	107	45	1	2	108	188	277	2.05e-18	80.1
Sacu_v1.1_s0147.g023157	Azfi_s0173.g055749	39.474	114	51	2	3	116	109	204	3.89e-18	79.7
Sacu_v1.1_s0147.g023157	Azfi_s0173.g055749	40.000	40	23	1	70	108	54	93	3.8	27.3
Sacu_v1.1_s0147.g023157	Azfi_s0008.g011623	41.860	86	33	1	29	114	6	74	7.48e-18	77.4
Sacu_v1.1_s0147.g023157	Azfi_s0105.g044929	42.478	113	47	2	2	114	186	280	1.51e-16	74.3
Sacu_v1.1_s0147.g023157	Azfi_s0145.g051658	35.606	132	63	3	3	134	50	159	4.19e-16	73.9
Sacu_v1.1_s0147.g023157	Azfi_s0179.g056258	35.075	134	57	3	3	124	109	224	1.24e-15	72.4
Sacu_v1.1_s0147.g023157	Azfi_s0001.g000538	37.079	89	39	1	2	90	23	94	4.85e-15	66.6
Sacu_v1.1_s0147.g023157	Azfi_s3508.g115947	35.345	116	51	2	2	117	8	99	6.00e-15	67.0
Sacu_v1.1_s0147.g023157	Azfi_s0138.g051134	40.625	96	37	4	3	96	79	156	2.46e-14	68.6
Sacu_v1.1_s0147.g023157	Azfi_s0130.g049054	44.156	77	26	1	32	108	4	63	1.33e-13	65.5
Sacu_v1.1_s0147.g023157	Azfi_s0164.g054291	40.000	60	32	1	70	129	8	63	2.08e-12	61.6
Sacu_v1.1_s0147.g023157	Azfi_s0009.g011981	36.667	60	30	2	70	129	12	63	4.51e-09	52.4
Sacu_v1.1_s0147.g023157	Azfi_s0007.g010874	32.584	89	43	2	4	92	21	92	8.63e-09	52.4
Sacu_v1.1_s0147.g023157	Azfi_s0254.g060469	28.972	107	33	3	3	106	18	84	6.83e-08	50.1
Sacu_v1.1_s0147.g023157	Azfi_s1025.g095454	48.936	47	23	1	3	49	97	142	8.97e-08	48.1
Sacu_v1.1_s0147.g023157	Azfi_s1025.g095454	31.481	108	55	4	2	108	44	133	3.00e-06	44.3
Sacu_v1.1_s0147.g023157	Azfi_s2035.g108729	28.972	107	33	3	3	106	43	109	1.79e-07	48.9
Sacu_v1.1_s0147.g023157	Azfi_s0100.g044336	36.232	69	37	2	70	134	8	73	2.08e-07	47.8
Sacu_v1.1_s0147.g023157	Azfi_s0003.g008076	44.444	36	20	0	79	114	40	75	6.47e-07	47.4
Sacu_v1.1_s0147.g023157	Azfi_s3609.g116385	39.583	48	29	0	2	49	10	57	7.23e-06	43.9
Sacu_v1.1_s0147.g023157	Azfi_s0009.g011773	43.137	51	27	1	60	110	105	153	1.14e-05	43.5
Sacu_v1.1_s0147.g023157	Azfi_s0022.g016182	27.835	97	51	3	4	100	14	91	9.24e-05	41.2
Sacu_v1.1_s0147.g023157	Azfi_s0059.g034687	35.849	53	17	1	31	83	2	37	1.14e-04	40.8
Sacu_v1.1_s0147.g023157	Azfi_s0002.g001484	39.474	38	19	1	92	129	6	39	2.00e-04	38.9
Sacu_v1.1_s0147.g023157	Azfi_s0059.g034689	40.000	25	15	0	2	26	47	71	0.093	30.8
Sacu_v1.1_s0147.g023157	Azfi_s0081.g038658	26.490	151	96	5	3	147	71	212	0.13	31.6
Sacu_v1.1_s0147.g023157	Azfi_s0095.g043557	30.556	72	40	3	53	124	412	473	0.19	31.2
Sacu_v1.1_s0147.g023157	Azfi_s0118.g046625	39.535	43	26	0	71	113	1019	1061	2.1	28.1
Sacu_v1.1_s0147.g023157	Azfi_s0005.g008940	23.478	115	78	4	49	159	319	427	2.1	28.1
Sacu_v1.1_s0147.g023157	Azfi_s0107.g045132	29.231	65	33	1	102	153	13	77	3.6	27.3
Sacu_v1.1_s0147.g023157	Azfi_s0045.g029801	34.091	44	29	0	70	113	892	935	6.6	26.6
Sacu_v1.1_s0147.g023157	Azfi_s0003.g007824	27.778	54	39	0	62	115	175	228	7.8	26.2
Sacu_v1.1_s0147.g023157	Azfi_s0160.g054033	32.609	46	30	1	30	74	647	692	8.0	26.2
Sacu_v1.1_s0147.g023157	Azfi_s0198.g057439	31.111	45	31	0	91	135	131	175	8.6	26.2
